X,Y
16.81767778,-94.66438333
16.81860278,-94.64858333
16.818475,-94.64753889
16.81896111,-94.64679722
16.81937778,-94.64662222
16.81973611,-94.64647222
16.81807222,-94.64771111
16.817325,-94.64735556
16.81676667,-94.64667222
16.83292222,-94.64600833
16.83198056,-94.645675
16.81762778,-94.65138056
16.818175,-94.651775
16.81773889,-94.65234722
16.81931944,-94.64895
16.81946667,-94.64776944
16.82045556,-94.64779167
16.82010556,-94.64758611
16.81861389,-94.65212222
